,"('delta',)","('lambda',)",delta_pred,lambda_pred
6402,0.467,0.367,0.534,0.231
6403,0.467,0.5,0.503,0.27
6404,0.4,0.233,0.473,0.309
6405,0.533,0.233,0.473,0.309
6406,0.4,0.1,0.473,0.309
6407,0.6,0.5,0.503,0.27
6408,0.4,0.367,0.473,0.309
6409,0.533,0.233,0.534,0.231
6410,0.533,0.1,0.473,0.309
6411,0.467,0.5,0.503,0.27
6412,0.467,0.5,0.503,0.27
6413,0.6,0.233,0.467,0.357
6414,0.467,0.367,0.534,0.231
6415,0.6,0.233,0.467,0.365
6416,0.467,0.367,0.467,0.365
6417,0.6,0.367,0.473,0.309
6418,0.467,0.1,0.534,0.231
6419,0.4,0.1,0.503,0.27
6420,0.533,0.233,0.467,0.357
6421,0.467,0.5,0.473,0.309
6422,0.4,0.233,0.473,0.309
6423,0.533,0.367,0.467,0.365
6424,0.4,0.367,0.467,0.365
6425,0.6,0.1,0.534,0.231
6426,0.4,0.5,0.534,0.231
6427,0.6,0.1,0.467,0.357
6428,0.533,0.5,0.467,0.365
6429,0.533,0.1,0.473,0.309
6430,0.4,0.367,0.467,0.365
6431,0.467,0.5,0.467,0.357
6432,0.533,0.5,0.473,0.309
6433,0.4,0.367,0.534,0.231
6434,0.6,0.1,0.473,0.309
6435,0.6,0.233,0.467,0.365
6436,0.4,0.1,0.503,0.27
6437,0.4,0.367,0.467,0.365
6438,0.6,0.1,0.534,0.231
6439,0.467,0.5,0.503,0.27
6440,0.533,0.233,0.467,0.357
6441,0.533,0.367,0.503,0.27
6442,0.4,0.1,0.503,0.27
6443,0.6,0.233,0.473,0.309
6444,0.467,0.1,0.503,0.27
6445,0.4,0.1,0.534,0.231
6446,0.533,0.233,0.473,0.309
6447,0.6,0.367,0.534,0.231
6448,0.4,0.233,0.56,0.2
6449,0.467,0.367,0.503,0.27
6450,0.6,0.233,0.467,0.357
6451,0.533,0.233,0.467,0.365
6452,0.4,0.233,0.473,0.309
6453,0.533,0.367,0.503,0.27
6454,0.467,0.367,0.503,0.27
6455,0.4,0.5,0.467,0.365
6456,0.6,0.5,0.473,0.309
6457,0.6,0.1,0.473,0.309
6458,0.6,0.233,0.473,0.309
6459,0.4,0.367,0.473,0.309
6460,0.6,0.233,0.503,0.27
6461,0.533,0.1,0.503,0.27
6462,0.467,0.5,0.473,0.309
6463,0.467,0.367,0.473,0.309
6464,0.6,0.1,0.473,0.309
6465,0.4,0.367,0.467,0.365
6466,0.6,0.1,0.473,0.309
6467,0.533,0.5,0.467,0.365
6468,0.4,0.5,0.503,0.27
6469,0.533,0.5,0.467,0.365
6470,0.6,0.5,0.473,0.309
6471,0.4,0.367,0.467,0.365
6472,0.467,0.367,0.503,0.27
6473,0.467,0.5,0.473,0.309
6474,0.4,0.1,0.473,0.309
6475,0.467,0.1,0.473,0.309
6476,0.533,0.1,0.534,0.231
6477,0.4,0.5,0.534,0.231
6478,0.533,0.367,0.473,0.309
6479,0.6,0.5,0.534,0.231
6480,0.4,0.367,0.467,0.365
6481,0.4,0.1,0.473,0.309
6482,0.4,0.1,0.473,0.309
6483,0.533,0.5,0.503,0.27
6484,0.533,0.233,0.467,0.357
6485,0.533,0.367,0.534,0.231
6486,0.6,0.367,0.503,0.27
6487,0.4,0.5,0.467,0.365
6488,0.467,0.233,0.467,0.357
6489,0.4,0.233,0.534,0.231
6490,0.533,0.1,0.473,0.309
6491,0.533,0.367,0.473,0.309
6492,0.467,0.367,0.503,0.27
6493,0.533,0.1,0.467,0.357
6494,0.6,0.5,0.467,0.357
6495,0.6,0.5,0.473,0.309
6496,0.6,0.233,0.473,0.309
6497,0.467,0.1,0.534,0.231
6498,0.533,0.367,0.503,0.27
6499,0.4,0.1,0.467,0.357
6500,0.4,0.367,0.473,0.309
6501,0.4,0.1,0.534,0.231
6502,0.4,0.5,0.534,0.231
6503,0.533,0.1,0.503,0.27
6504,0.533,0.1,0.503,0.27
6505,0.467,0.233,0.473,0.309
6506,0.6,0.367,0.467,0.365
6507,0.4,0.367,0.534,0.231
6508,0.533,0.367,0.467,0.365
6509,0.4,0.5,0.503,0.27
6510,0.533,0.367,0.503,0.27
6511,0.467,0.367,0.473,0.309
6512,0.467,0.367,0.467,0.357
6513,0.533,0.1,0.534,0.231
6514,0.533,0.1,0.473,0.309
6515,0.6,0.367,0.473,0.309
6516,0.467,0.5,0.473,0.309
6517,0.6,0.5,0.473,0.309
6518,0.6,0.233,0.503,0.27
6519,0.6,0.367,0.467,0.365
6520,0.467,0.1,0.467,0.357
6521,0.533,0.233,0.467,0.357
6522,0.533,0.367,0.473,0.309
6523,0.467,0.233,0.473,0.309
6524,0.6,0.1,0.534,0.231
6525,0.4,0.367,0.467,0.365
6526,0.6,0.367,0.503,0.27
6527,0.533,0.5,0.473,0.309
6528,0.4,0.367,0.534,0.231
6529,0.6,0.367,0.503,0.27
6530,0.533,0.367,0.467,0.365
6531,0.533,0.5,0.503,0.27
6532,0.4,0.1,0.473,0.309
6533,0.467,0.5,0.473,0.309
6534,0.533,0.5,0.473,0.309
6535,0.467,0.367,0.534,0.231
6536,0.533,0.233,0.473,0.309
6537,0.4,0.1,0.473,0.309
6538,0.6,0.1,0.467,0.357
6539,0.6,0.5,0.503,0.27
6540,0.467,0.233,0.473,0.309
6541,0.4,0.1,0.473,0.309
6542,0.4,0.367,0.503,0.27
6543,0.4,0.233,0.473,0.309
6544,0.4,0.367,0.473,0.309
6545,0.6,0.1,0.473,0.309
6546,0.6,0.233,0.473,0.309
6547,0.6,0.233,0.534,0.231
6548,0.533,0.1,0.467,0.357
6549,0.4,0.1,0.467,0.357
6550,0.533,0.5,0.503,0.27
6551,0.6,0.1,0.534,0.231
6552,0.6,0.1,0.473,0.309
6553,0.4,0.367,0.467,0.357
6554,0.6,0.5,0.467,0.365
6555,0.467,0.367,0.473,0.309
6556,0.4,0.233,0.473,0.309
6557,0.4,0.1,0.467,0.357
6558,0.6,0.1,0.503,0.27
6559,0.6,0.1,0.473,0.309
6560,0.533,0.5,0.534,0.231
6561,0.467,0.367,0.503,0.27
6562,0.467,0.1,0.503,0.27
6563,0.6,0.5,0.467,0.365
6564,0.6,0.1,0.467,0.357
6565,0.6,0.233,0.467,0.365
6566,0.4,0.233,0.534,0.231
6567,0.4,0.367,0.467,0.365
6568,0.6,0.5,0.473,0.309
6569,0.6,0.5,0.467,0.365
6570,0.4,0.1,0.503,0.27
6571,0.467,0.5,0.503,0.27
6572,0.467,0.1,0.467,0.357
6573,0.6,0.1,0.473,0.309
6574,0.533,0.367,0.473,0.309
6575,0.467,0.367,0.467,0.365
6576,0.4,0.367,0.503,0.27
6577,0.6,0.233,0.473,0.309
6578,0.4,0.233,0.467,0.365
6579,0.533,0.1,0.534,0.231
6580,0.6,0.1,0.473,0.309
6581,0.467,0.1,0.473,0.309
6582,0.467,0.367,0.473,0.309
6583,0.467,0.233,0.473,0.309
6584,0.6,0.5,0.467,0.365
6585,0.467,0.1,0.467,0.357
6586,0.533,0.1,0.503,0.27
6587,0.533,0.1,0.503,0.27
6588,0.467,0.5,0.503,0.27
6589,0.467,0.367,0.473,0.309
6590,0.467,0.5,0.467,0.365
6591,0.4,0.367,0.503,0.27
6592,0.6,0.5,0.534,0.231
6593,0.533,0.233,0.534,0.231
6594,0.4,0.367,0.473,0.309
6595,0.6,0.5,0.473,0.309
6596,0.533,0.233,0.503,0.27
6597,0.467,0.233,0.534,0.231
6598,0.6,0.233,0.534,0.231
6599,0.533,0.367,0.467,0.365
6600,0.6,0.5,0.503,0.27
6601,0.6,0.1,0.473,0.309
6602,0.6,0.1,0.503,0.27
6603,0.4,0.5,0.503,0.27
6604,0.4,0.5,0.467,0.365
6605,0.533,0.5,0.473,0.309
6606,0.4,0.1,0.473,0.309
6607,0.4,0.233,0.473,0.309
6608,0.467,0.233,0.534,0.231
6609,0.533,0.1,0.467,0.357
6610,0.467,0.5,0.473,0.309
6611,0.4,0.1,0.503,0.27
6612,0.6,0.1,0.534,0.231
6613,0.533,0.367,0.503,0.27
6614,0.467,0.5,0.473,0.309
6615,0.533,0.233,0.534,0.231
6616,0.4,0.1,0.473,0.309
6617,0.4,0.5,0.467,0.357
6618,0.533,0.367,0.503,0.27
6619,0.467,0.367,0.503,0.27
6620,0.467,0.367,0.503,0.27
6621,0.4,0.5,0.503,0.27
6622,0.6,0.1,0.473,0.309
6623,0.6,0.1,0.473,0.309
6624,0.4,0.233,0.467,0.365
6625,0.4,0.1,0.467,0.365
6626,0.6,0.233,0.534,0.231
6627,0.533,0.233,0.473,0.309
6628,0.467,0.1,0.467,0.357
6629,0.533,0.233,0.473,0.309
6630,0.533,0.1,0.473,0.309
6631,0.4,0.5,0.467,0.357
6632,0.467,0.5,0.473,0.309
6633,0.467,0.367,0.503,0.27
6634,0.6,0.233,0.473,0.309
6635,0.4,0.233,0.467,0.365
6636,0.6,0.1,0.467,0.357
6637,0.6,0.367,0.473,0.309
6638,0.533,0.1,0.473,0.309
6639,0.467,0.233,0.503,0.27
6640,0.6,0.5,0.467,0.357
6641,0.467,0.5,0.56,0.2
6642,0.533,0.5,0.473,0.309
6643,0.533,0.5,0.503,0.27
6644,0.6,0.5,0.467,0.365
6645,0.6,0.233,0.503,0.27
6646,0.6,0.233,0.473,0.309
6647,0.533,0.367,0.503,0.27
6648,0.533,0.233,0.473,0.309
6649,0.4,0.233,0.503,0.27
6650,0.467,0.367,0.473,0.309
6651,0.467,0.367,0.503,0.27
6652,0.4,0.1,0.534,0.231
6653,0.533,0.5,0.467,0.365
6654,0.6,0.5,0.503,0.27
6655,0.467,0.5,0.473,0.309
6656,0.467,0.233,0.473,0.309
6657,0.533,0.367,0.467,0.365
6658,0.467,0.233,0.473,0.309
6659,0.6,0.1,0.503,0.27
6660,0.467,0.233,0.473,0.309
6661,0.533,0.1,0.503,0.27
6662,0.467,0.233,0.534,0.231
6663,0.4,0.1,0.503,0.27
6664,0.533,0.233,0.534,0.231
6665,0.6,0.233,0.467,0.365
6666,0.4,0.367,0.503,0.27
6667,0.467,0.5,0.473,0.309
6668,0.6,0.233,0.534,0.231
6669,0.533,0.1,0.534,0.231
6670,0.4,0.1,0.467,0.357
6671,0.533,0.233,0.534,0.231
6672,0.533,0.233,0.473,0.309
6673,0.4,0.233,0.467,0.365
6674,0.533,0.5,0.503,0.27
6675,0.4,0.5,0.503,0.27
6676,0.467,0.1,0.503,0.27
6677,0.467,0.233,0.473,0.309
6678,0.533,0.233,0.467,0.357
6679,0.467,0.367,0.534,0.231
6680,0.467,0.1,0.534,0.231
6681,0.467,0.233,0.473,0.309
6682,0.533,0.233,0.467,0.357
6683,0.533,0.367,0.503,0.27
6684,0.4,0.233,0.473,0.309
6685,0.4,0.367,0.473,0.309
6686,0.6,0.1,0.503,0.27
6687,0.4,0.5,0.503,0.27
6688,0.6,0.367,0.467,0.357
6689,0.467,0.367,0.503,0.27
6690,0.467,0.233,0.473,0.309
6691,0.533,0.5,0.473,0.309
6692,0.467,0.1,0.534,0.231
6693,0.467,0.233,0.473,0.309
6694,0.467,0.233,0.473,0.309
6695,0.4,0.233,0.534,0.231
6696,0.4,0.367,0.473,0.309
6697,0.6,0.367,0.467,0.357
6698,0.6,0.1,0.503,0.27
6699,0.533,0.1,0.503,0.27
6700,0.467,0.5,0.473,0.309
6701,0.533,0.1,0.473,0.309
6702,0.467,0.1,0.503,0.27
6703,0.467,0.367,0.473,0.309
6704,0.6,0.5,0.473,0.309
6705,0.467,0.367,0.534,0.231
6706,0.467,0.5,0.473,0.309
6707,0.4,0.367,0.467,0.365
6708,0.6,0.233,0.473,0.309
6709,0.6,0.367,0.467,0.357
6710,0.6,0.367,0.503,0.27
6711,0.533,0.233,0.473,0.309
6712,0.467,0.367,0.534,0.231
6713,0.533,0.1,0.473,0.309
6714,0.6,0.233,0.467,0.357
6715,0.533,0.5,0.503,0.27
6716,0.4,0.1,0.503,0.27
6717,0.467,0.5,0.473,0.309
6718,0.467,0.233,0.473,0.309
6719,0.533,0.1,0.473,0.309
6720,0.4,0.233,0.503,0.27
6721,0.467,0.1,0.503,0.27
6722,0.6,0.5,0.503,0.27
6723,0.533,0.233,0.473,0.309
6724,0.6,0.1,0.473,0.309
6725,0.4,0.1,0.473,0.309
6726,0.6,0.233,0.473,0.309
6727,0.4,0.233,0.534,0.231
6728,0.4,0.1,0.467,0.357
6729,0.467,0.233,0.467,0.357
6730,0.4,0.367,0.467,0.365
6731,0.533,0.1,0.503,0.27
6732,0.533,0.233,0.503,0.27
6733,0.533,0.367,0.467,0.365
6734,0.533,0.233,0.534,0.231
6735,0.6,0.1,0.473,0.309
6736,0.4,0.5,0.503,0.27
6737,0.4,0.1,0.467,0.357
6738,0.4,0.233,0.473,0.309
6739,0.533,0.233,0.534,0.231
6740,0.4,0.367,0.534,0.231
6741,0.6,0.367,0.473,0.309
6742,0.533,0.233,0.473,0.309
6743,0.533,0.233,0.534,0.231
6744,0.533,0.233,0.534,0.231
6745,0.4,0.5,0.473,0.309
6746,0.4,0.5,0.56,0.2
6747,0.467,0.5,0.503,0.27
6748,0.4,0.1,0.467,0.365
6749,0.6,0.1,0.473,0.309
6750,0.6,0.1,0.503,0.27
6751,0.4,0.367,0.503,0.27
6752,0.533,0.233,0.473,0.309
6753,0.6,0.233,0.467,0.357
6754,0.533,0.233,0.503,0.27
6755,0.467,0.5,0.467,0.357
6756,0.4,0.1,0.473,0.309
6757,0.533,0.1,0.467,0.365
6758,0.6,0.5,0.503,0.27
6759,0.4,0.233,0.467,0.357
6760,0.4,0.367,0.467,0.357
6761,0.533,0.233,0.503,0.27
6762,0.467,0.5,0.473,0.309
6763,0.467,0.367,0.534,0.231
6764,0.533,0.367,0.467,0.357
6765,0.533,0.367,0.467,0.365
6766,0.4,0.5,0.503,0.27
6767,0.6,0.233,0.473,0.309
6768,0.533,0.1,0.467,0.357
6769,0.467,0.233,0.534,0.231
6770,0.4,0.5,0.534,0.231
6771,0.533,0.367,0.534,0.231
6772,0.6,0.233,0.467,0.357
6773,0.467,0.367,0.467,0.357
6774,0.467,0.233,0.473,0.309
6775,0.4,0.5,0.467,0.365
6776,0.533,0.5,0.534,0.231
6777,0.533,0.1,0.503,0.27
6778,0.6,0.5,0.473,0.309
6779,0.6,0.5,0.503,0.27
6780,0.533,0.367,0.473,0.309
6781,0.533,0.5,0.503,0.27
6782,0.4,0.367,0.467,0.365
6783,0.533,0.5,0.473,0.309
6784,0.467,0.1,0.467,0.365
6785,0.533,0.233,0.473,0.309
6786,0.4,0.1,0.473,0.309
6787,0.467,0.367,0.503,0.27
6788,0.467,0.5,0.467,0.365
6789,0.467,0.367,0.534,0.231
6790,0.4,0.367,0.503,0.27
6791,0.4,0.1,0.473,0.309
6792,0.6,0.367,0.467,0.365
6793,0.6,0.367,0.467,0.365
6794,0.4,0.233,0.467,0.357
6795,0.533,0.233,0.473,0.309
6796,0.4,0.5,0.473,0.309
6797,0.467,0.367,0.467,0.357
6798,0.6,0.233,0.503,0.27
6799,0.533,0.233,0.503,0.27
6800,0.4,0.1,0.467,0.365
6801,0.6,0.233,0.534,0.231
6802,0.533,0.367,0.503,0.27
6803,0.6,0.233,0.473,0.309
6804,0.4,0.233,0.467,0.357
6805,0.6,0.5,0.467,0.365
6806,0.533,0.1,0.534,0.231
6807,0.4,0.367,0.467,0.365
6808,0.6,0.5,0.503,0.27
6809,0.6,0.5,0.503,0.27
6810,0.467,0.5,0.473,0.309
6811,0.4,0.1,0.467,0.365
6812,0.467,0.5,0.473,0.309
6813,0.533,0.5,0.534,0.231
6814,0.533,0.367,0.467,0.365
6815,0.467,0.1,0.503,0.27
6816,0.4,0.367,0.503,0.27
6817,0.6,0.1,0.473,0.309
6818,0.533,0.367,0.473,0.309
6819,0.467,0.5,0.473,0.309
6820,0.533,0.367,0.473,0.309
6821,0.6,0.5,0.503,0.27
6822,0.533,0.5,0.467,0.365
6823,0.467,0.233,0.534,0.231
6824,0.533,0.233,0.467,0.357
6825,0.6,0.367,0.467,0.357
6826,0.533,0.367,0.467,0.365
6827,0.4,0.367,0.473,0.309
6828,0.4,0.233,0.534,0.231
6829,0.4,0.1,0.534,0.231
6830,0.467,0.5,0.467,0.365
6831,0.467,0.1,0.473,0.309
6832,0.4,0.5,0.473,0.309
6833,0.533,0.233,0.534,0.231
6834,0.467,0.367,0.473,0.309
6835,0.467,0.1,0.534,0.231
6836,0.6,0.233,0.473,0.309
6837,0.467,0.1,0.467,0.357
6838,0.4,0.5,0.473,0.309
6839,0.467,0.5,0.473,0.309
6840,0.4,0.1,0.473,0.309
6841,0.4,0.5,0.473,0.309
6842,0.6,0.1,0.534,0.231
6843,0.4,0.233,0.467,0.365
6844,0.467,0.367,0.467,0.365
6845,0.4,0.5,0.503,0.27
6846,0.6,0.233,0.473,0.309
6847,0.4,0.5,0.473,0.309
6848,0.467,0.367,0.503,0.27
6849,0.4,0.367,0.473,0.309
6850,0.467,0.367,0.503,0.27
6851,0.533,0.5,0.503,0.27
6852,0.467,0.233,0.473,0.309
6853,0.6,0.367,0.503,0.27
6854,0.4,0.233,0.467,0.365
6855,0.533,0.367,0.467,0.357
6856,0.6,0.1,0.534,0.231
6857,0.4,0.233,0.467,0.357
6858,0.4,0.5,0.467,0.365
6859,0.4,0.233,0.473,0.309
6860,0.6,0.367,0.473,0.309
6861,0.533,0.233,0.503,0.27
6862,0.4,0.233,0.534,0.231
6863,0.533,0.5,0.467,0.365
6864,0.4,0.5,0.473,0.309
6865,0.6,0.367,0.473,0.309
6866,0.533,0.233,0.534,0.231
6867,0.467,0.1,0.467,0.365
6868,0.4,0.367,0.473,0.309
6869,0.533,0.1,0.503,0.27
6870,0.6,0.1,0.473,0.309
6871,0.4,0.5,0.503,0.27
6872,0.4,0.233,0.503,0.27
6873,0.6,0.367,0.473,0.309
6874,0.467,0.367,0.473,0.309
6875,0.533,0.1,0.503,0.27
6876,0.4,0.5,0.467,0.357
6877,0.4,0.1,0.534,0.231
6878,0.533,0.367,0.473,0.309
6879,0.6,0.5,0.503,0.27
6880,0.533,0.5,0.473,0.309
6881,0.4,0.233,0.473,0.309
6882,0.467,0.1,0.534,0.231
6883,0.533,0.1,0.467,0.357
6884,0.6,0.1,0.473,0.309
6885,0.6,0.367,0.473,0.309
6886,0.6,0.5,0.534,0.231
6887,0.467,0.5,0.534,0.231
6888,0.6,0.1,0.473,0.309
6889,0.6,0.233,0.467,0.357
6890,0.467,0.233,0.467,0.357
6891,0.4,0.5,0.534,0.231
6892,0.4,0.233,0.503,0.27
6893,0.6,0.5,0.503,0.27
6894,0.4,0.367,0.503,0.27
6895,0.467,0.5,0.467,0.365
6896,0.467,0.1,0.473,0.309
6897,0.6,0.233,0.467,0.365
6898,0.4,0.233,0.467,0.365
6899,0.6,0.1,0.473,0.309
6900,0.4,0.233,0.503,0.27
6901,0.467,0.1,0.503,0.27
6902,0.4,0.1,0.473,0.309
6903,0.533,0.367,0.473,0.309
6904,0.6,0.5,0.503,0.27
6905,0.6,0.1,0.534,0.231
6906,0.467,0.233,0.473,0.309
6907,0.4,0.1,0.534,0.231
6908,0.6,0.1,0.534,0.231
6909,0.6,0.233,0.534,0.231
6910,0.4,0.5,0.467,0.365
6911,0.533,0.233,0.503,0.27
6912,0.4,0.233,0.467,0.365
6913,0.467,0.233,0.467,0.365
6914,0.533,0.233,0.467,0.357
6915,0.467,0.5,0.473,0.309
6916,0.533,0.1,0.503,0.27
6917,0.6,0.5,0.503,0.27
6918,0.533,0.1,0.503,0.27
6919,0.6,0.233,0.467,0.365
6920,0.6,0.1,0.473,0.309
6921,0.467,0.1,0.534,0.231
6922,0.4,0.367,0.56,0.2
6923,0.4,0.5,0.473,0.309
6924,0.533,0.233,0.503,0.27
6925,0.467,0.5,0.473,0.309
6926,0.4,0.233,0.473,0.309
6927,0.4,0.1,0.467,0.365
6928,0.533,0.233,0.503,0.27
6929,0.4,0.367,0.503,0.27
6930,0.4,0.367,0.467,0.365
6931,0.6,0.367,0.534,0.231
6932,0.467,0.233,0.503,0.27
6933,0.6,0.1,0.467,0.357
6934,0.533,0.5,0.503,0.27
6935,0.533,0.1,0.467,0.357
6936,0.533,0.1,0.473,0.309
6937,0.533,0.5,0.467,0.365
6938,0.467,0.233,0.503,0.27
6939,0.4,0.367,0.467,0.357
6940,0.6,0.367,0.467,0.365
6941,0.6,0.367,0.467,0.365
6942,0.533,0.1,0.473,0.309
6943,0.4,0.367,0.503,0.27
6944,0.4,0.367,0.473,0.309
6945,0.467,0.5,0.503,0.27
6946,0.467,0.1,0.473,0.309
6947,0.4,0.5,0.467,0.357
6948,0.533,0.1,0.534,0.231
6949,0.467,0.1,0.534,0.231
6950,0.6,0.233,0.473,0.309
6951,0.533,0.233,0.503,0.27
6952,0.533,0.233,0.467,0.365
6953,0.4,0.1,0.473,0.309
6954,0.4,0.233,0.467,0.357
6955,0.4,0.233,0.473,0.309
6956,0.467,0.1,0.467,0.357
6957,0.467,0.367,0.503,0.27
6958,0.4,0.1,0.503,0.27
6959,0.6,0.233,0.473,0.309
6960,0.4,0.233,0.473,0.309
6961,0.467,0.233,0.503,0.27
6962,0.467,0.233,0.473,0.309
6963,0.4,0.1,0.473,0.309
6964,0.6,0.5,0.473,0.309
6965,0.533,0.233,0.473,0.309
6966,0.533,0.233,0.473,0.309
6967,0.4,0.233,0.534,0.231
6968,0.533,0.1,0.473,0.309
6969,0.533,0.5,0.473,0.309
6970,0.4,0.367,0.56,0.2
6971,0.467,0.1,0.473,0.309
6972,0.533,0.233,0.534,0.231
6973,0.467,0.233,0.534,0.231
6974,0.4,0.5,0.503,0.27
6975,0.533,0.367,0.467,0.357
6976,0.6,0.367,0.473,0.309
6977,0.467,0.233,0.467,0.365
6978,0.533,0.233,0.503,0.27
6979,0.533,0.367,0.467,0.365
6980,0.467,0.1,0.534,0.231
6981,0.4,0.233,0.467,0.357
6982,0.6,0.233,0.473,0.309
6983,0.6,0.5,0.467,0.365
6984,0.4,0.367,0.467,0.357
6985,0.4,0.233,0.503,0.27
6986,0.467,0.233,0.467,0.365
6987,0.467,0.5,0.473,0.309
6988,0.533,0.367,0.473,0.309
6989,0.467,0.1,0.503,0.27
6990,0.4,0.1,0.534,0.231
6991,0.6,0.1,0.473,0.309
6992,0.467,0.367,0.534,0.231
6993,0.6,0.233,0.473,0.309
6994,0.533,0.5,0.473,0.309
6995,0.533,0.5,0.473,0.309
6996,0.4,0.233,0.473,0.309
6997,0.6,0.233,0.503,0.27
6998,0.467,0.1,0.473,0.309
6999,0.467,0.5,0.467,0.365
7000,0.6,0.233,0.467,0.357
7001,0.467,0.233,0.473,0.309
7002,0.467,0.233,0.534,0.231
7003,0.467,0.1,0.503,0.27
7004,0.6,0.5,0.473,0.309
7005,0.6,0.233,0.503,0.27
7006,0.533,0.367,0.473,0.309
7007,0.6,0.367,0.503,0.27
7008,0.6,0.233,0.473,0.309
7009,0.6,0.367,0.473,0.309
7010,0.6,0.1,0.534,0.231
7011,0.533,0.1,0.534,0.231
7012,0.4,0.5,0.503,0.27
7013,0.6,0.1,0.534,0.231
7014,0.467,0.1,0.467,0.357
7015,0.6,0.5,0.473,0.309
7016,0.6,0.5,0.473,0.309
7017,0.467,0.1,0.473,0.309
7018,0.467,0.5,0.503,0.27
7019,0.467,0.5,0.503,0.27
7020,0.533,0.233,0.467,0.365
7021,0.467,0.233,0.473,0.309
7022,0.467,0.233,0.467,0.365
7023,0.533,0.1,0.534,0.231
7024,0.533,0.1,0.473,0.309
7025,0.533,0.5,0.467,0.365
7026,0.533,0.1,0.473,0.309
7027,0.533,0.5,0.467,0.365
7028,0.6,0.367,0.473,0.309
7029,0.533,0.367,0.467,0.365
7030,0.4,0.233,0.503,0.27
7031,0.533,0.367,0.467,0.365
7032,0.4,0.233,0.467,0.365
7033,0.533,0.5,0.467,0.365
7034,0.4,0.1,0.467,0.365
7035,0.467,0.367,0.473,0.309
7036,0.4,0.5,0.473,0.309
7037,0.467,0.1,0.503,0.27
7038,0.6,0.367,0.473,0.309
7039,0.4,0.233,0.473,0.309
7040,0.467,0.233,0.473,0.309
7041,0.4,0.1,0.503,0.27
7042,0.6,0.367,0.467,0.357
7043,0.467,0.5,0.503,0.27
7044,0.467,0.233,0.534,0.231
7045,0.533,0.1,0.473,0.309
7046,0.4,0.367,0.467,0.357
7047,0.533,0.233,0.473,0.309
7048,0.533,0.367,0.473,0.309
7049,0.6,0.367,0.473,0.309
7050,0.4,0.5,0.503,0.27
7051,0.467,0.367,0.467,0.365
7052,0.4,0.5,0.534,0.231
7053,0.4,0.367,0.467,0.357
7054,0.6,0.1,0.473,0.309
7055,0.4,0.233,0.503,0.27
7056,0.6,0.367,0.473,0.309
7057,0.533,0.233,0.503,0.27
7058,0.467,0.1,0.503,0.27
7059,0.467,0.367,0.467,0.357
7060,0.4,0.367,0.534,0.231
7061,0.6,0.1,0.534,0.231
7062,0.533,0.367,0.473,0.309
7063,0.4,0.233,0.467,0.365
7064,0.467,0.367,0.467,0.365
7065,0.4,0.1,0.503,0.27
7066,0.467,0.367,0.473,0.309
7067,0.467,0.367,0.473,0.309
7068,0.467,0.5,0.473,0.309
7069,0.533,0.1,0.473,0.309
7070,0.533,0.1,0.473,0.309
7071,0.4,0.367,0.473,0.309
7072,0.467,0.367,0.473,0.309
7073,0.533,0.5,0.473,0.309
7074,0.4,0.1,0.473,0.309
7075,0.4,0.233,0.503,0.27
7076,0.6,0.5,0.503,0.27
7077,0.533,0.5,0.503,0.27
7078,0.4,0.1,0.534,0.231
7079,0.4,0.5,0.473,0.309
7080,0.6,0.233,0.473,0.309
7081,0.467,0.1,0.473,0.309
7082,0.533,0.5,0.503,0.27
7083,0.533,0.367,0.503,0.27
7084,0.467,0.1,0.503,0.27
7085,0.467,0.5,0.503,0.27
7086,0.467,0.233,0.473,0.309
7087,0.4,0.5,0.473,0.309
7088,0.467,0.233,0.473,0.309
7089,0.6,0.5,0.473,0.309
7090,0.467,0.5,0.473,0.309
7091,0.533,0.367,0.503,0.27
7092,0.533,0.1,0.503,0.27
7093,0.533,0.233,0.467,0.357
7094,0.533,0.5,0.467,0.357
7095,0.533,0.233,0.467,0.357
7096,0.467,0.233,0.473,0.309
7097,0.467,0.233,0.473,0.309
7098,0.6,0.5,0.534,0.231
7099,0.6,0.367,0.473,0.309
7100,0.6,0.233,0.534,0.231
7101,0.533,0.233,0.473,0.309
7102,0.4,0.5,0.503,0.27
7103,0.4,0.5,0.503,0.27
7104,0.467,0.5,0.503,0.27
7105,0.6,0.233,0.534,0.231
7106,0.467,0.1,0.473,0.309
7107,0.6,0.367,0.467,0.357
7108,0.4,0.367,0.503,0.27
7109,0.4,0.367,0.467,0.365
7110,0.6,0.1,0.473,0.309
7111,0.4,0.367,0.467,0.365
7112,0.6,0.233,0.467,0.357
7113,0.4,0.5,0.473,0.309
7114,0.6,0.1,0.467,0.357
7115,0.533,0.1,0.467,0.357
7116,0.6,0.233,0.534,0.231
7117,0.4,0.1,0.473,0.309
7118,0.533,0.367,0.473,0.309
7119,0.4,0.1,0.473,0.309
7120,0.467,0.5,0.503,0.27
7121,0.4,0.233,0.503,0.27
7122,0.6,0.233,0.534,0.231
7123,0.467,0.367,0.473,0.309
7124,0.4,0.367,0.467,0.357
7125,0.467,0.367,0.473,0.309
7126,0.467,0.233,0.473,0.309
7127,0.533,0.233,0.503,0.27
7128,0.467,0.367,0.473,0.309
7129,0.533,0.1,0.473,0.309
7130,0.6,0.367,0.503,0.27
7131,0.533,0.1,0.467,0.357
7132,0.533,0.5,0.473,0.309
7133,0.4,0.1,0.473,0.309
7134,0.533,0.5,0.467,0.365
7135,0.467,0.1,0.503,0.27
7136,0.4,0.367,0.467,0.365
